Co. Corp TKR,Total,Banks,Financial Services,Diversified Banks,Consumer Finance,Utilities,Real Estate,Supranationals,Industrial Other,Commercial Finance,Government Development Banks,Consumer Services,Transportation & Logistics,Power Generation,Automobiles Manufacturing,Chemicals,Food & Beverage,Life Insurance,Metals & Mining,Machinery Manufacturing,Wireless Telecommunications Services,Electrical Equipment Manufacturing,Exploration & Production,Property & Casualty Insurance,Software & Services,Health Care Facilities & Services,Retail - Consumer Discretionary,Travel & Lodging,Pipeline,Pharmaceuticals,Wireline Telecommunications Services,Integrated Oils,Construction Materials Manufacturing,Hardware,Airlines,Coal Operations,Homebuilders,Oil & Gas Services & Equipment,Supermarkets & Pharmacies,Railroad,Auto Parts Manufacturing,Others,<blank>
ZHPORT,278985700,,,,,,,,,,,,278985700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHPFDS,183197800,,,,,,,,,,,,,,,,183197800,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHOZHO,159162000,,159162000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHOTRA,744564512,,,,,,,,,,,,,,,,,,,,,,,,,,,744564512,,,,,,,,,,,,,,,
ZHOSHK,300576750,,,,,,,,,,,,,,,,,,,,,,,,,,300576750,,,,,,,,,,,,,,,,
ZHOSCI,119253700,,,,,,,,,,,,,,,,,,,,,119253700,,,,,,,,,,,,,,,,,,,,,
ZHONGT,1178845320,,,,,,1178845320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHONGS,1140123950,,,,,,797425000,,342698950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHONGD,2150948000,,,,,,,,,,,,,,,,,,2150948000,,,,,,,,,,,,,,,,,,,,,,,,
ZHOHON,457037190,,,,,,457037190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHOGRP,366621700,,,,,,,,366621700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHODIN,71622900,,,,,,71622900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHODAL,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHOCHE,95691000,,,,,,,,95691000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHNNNH,15916200,,,,,,,,15916200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHNBND,725000000,,725000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHJYUD,289907400,,289907400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHJWCI,972844800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972844800,
ZHJNAD,3385244850,,3385244850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHJMIN,780362150,,,,,,,,,,,,,,,,,,780362150,,,,,,,,,,,,,,,,,,,,,,,,
ZHJJED,497011800,,497011800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHJIUZ,95691000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95691000,
ZHJINF,114596640,,114596640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHJICO,175433500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175433500,,,,,,,,,,,,,
ZHJICB,393130140,393130140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHJIBG,477486000,,477486000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHJGFT,632325340,,632325340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHJGEC,382505600,,382505600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHJCZB,2752683720,2752683720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHJCID,436795100,,197567600,,,,239227500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHHSEM,498619570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498619570,
ZHHPOT,175272000,,,,,,,,,,,,175272000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHHJI,39871250,,,,,,,,39871250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHHIPH,318970000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318970000,,,,,,,,,,,,,
ZHHHND,111639500,,111639500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHHFGR,5401943450,,1657340550,,,,,,,,,3744602900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHHCEN,47845500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47845500,,,,,,,,,,
ZHHAQI,145131350,,145131350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHGZEN,95019714,,,,,95019714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHGREE,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
ZHGNIN,127329600,,127329600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHGCHU,494403500,,,,,,,,,,,,,,,,,,,,,,,,,,494403500,,,,,,,,,,,,,,,,
ZHGCDV,756746250,,756746250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHFCHD,159485000,,,,,,,,159485000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHEYIN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
ZHEWAN,47845500,,,,,,,,,,,,,,,,,,,,,47845500,,,,,,,,,,,,,,,,,,,,,
ZHESTA,1329164200,,1329164200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHESHG,29720829280,29720829280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHENJI,2901862177,,2742538677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159323500,
ZHENGZ,557519200,,557519200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHENGY,3360902200,,,,,,,,,,,,,3360902200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHENEN,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHEJIU,165528480,,,,,,,,,,,,,,,,,,165528480,,,,,,,,,,,,,,,,,,,,,,,,
ZHEGRO,57298320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57298320,
ZHEGRE,159162000,,,,,,,,,,,,,,,159162000,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHEDIN,284500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284500000,,,,,,,,,
ZHCOMM,286491600,,,,,,,,,,,,286491600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHCICO,127329600,,127329600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHCEID,732985000,,732985000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHBTCH,172243800,,,,,,,,,,,,,,,,172243800,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHAROA,175078200,,,,,,,,175078200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHAPIE,2558758020,,2558758020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHAOJI,398712500,,,,,,,,,,,,,,,,,,398712500,,,,,,,,,,,,,,,,,,,,,,,,
ZHAOE,79742500,,,,,,,,,,,,79742500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHANZE,573177000,,,,,,,,,,,,,573177000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHANLO,2348281800,,2348281800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHANJI,63664800,,,,,,,,,,,,63664800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHANGJ,796100700,,,,,,796100700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHAJIN,152795520,,152795520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHAJIA,267747460,,,,,,267747460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHAIK,353192000,,,,,,,,,,,,,,,,,,,,,,353192000,,,,,,,,,,,,,,,,,,,,
ZHAFRE,560896240,,,,,,,,560896240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZGSTOW,302569300,,302569300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZGPHAR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
ZGINVC,95497200,,95497200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZGGXIC,541796800,,541796800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZGENV,509706000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509706000,
ZGCOBK,1453904880,1453904880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZGCHGI,220000000,,,,,,220000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFFNGR,5712268500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5712268500,,
ZEXIAS,411122460,,411122460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZETADY,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZEST,135562875,,135562875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZESHBK,25011257720,25011257720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZERZON,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
ZERO,342032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342032,
ZENSHO,104059972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104059972,
ZENPRP,346850000,,346850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENITH,1000000000,1000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENIT,659368820,659368820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENINV,25766790,,,,25766790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENCOM,9005043,,,,,,,,9005043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZELSM,20858830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20858830,
ZELNZ,367587500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367587500,
ZEKIND,375000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375000000,
ZEIGLE,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZEHNDR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
ZECMK,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZECCIN,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDRCBK,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHLGP,159323500,,159323500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDDSCI,79742500,,,,,,,,79742500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCINVE,47845500,,47845500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCHLIM,88000000,,,,,,,,88000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCECON,381049640,,381049640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCGPD,2231498000,,,,,,2231498000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
ZBMTBS,618328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618328,,,,,,
ZBLZPA,127329600,,127329600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBIZBI,10666700,,10666700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBHIGH,414079600,,,,,,,,414079600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBH,8393604000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8393604000,
ZBCMEZ,381988800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381988800,
ZBB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
ZAZA,31631000,,,,,,,,,,,,,,,,,,,,,,31631000,,,,,,,,,,,,,,,,,,,,
ZAYOGR,3980000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3980000000,,,,,,,,,,,,
ZAVARO,36809700,,,,,,,,,,,,,,,,,,,,,,,36809700,,,,,,,,,,,,,,,,,,,
ZARS,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZARMIN,52625400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52625400,,,,,,,
ZARCO,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZARCN,45944858,,,,,,,,,,,,,,,,,,,,,,45944858,,,,,,,,,,,,,,,,,,,,
ZARASI,682617238,,,,,,682617238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZARAPL,180783700,,180783700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAPSIB,87709000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87709000,,,
ZAPKRU,8392857,8392857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAPAEN,773003700,,,,,773003700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAOZHB,386938080,386938080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAMBEZ,117550000,,117550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZALLDG,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAGHLD,379205600,,,,,379205600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZACHRY,250000000,,,,,,,,250000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z,460000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460000000,
YZYZID,159323500,,159323500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZXYCI,127588000,,,,,,,,127588000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZXSID,518003250,,,,,,,,518003250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZWATF,63794000,,,,,,,,63794000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZTWYX,206910600,,,,,,,,206910600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZTRID,159323500,,,,,,,,159323500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZSYIN,127588000,,127588000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZSTOW,102070400,,102070400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZRURA,63664800,63664800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZPPED,19935625,,,,,,,,19935625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZNTCO,398712500,,,,,,,,398712500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZMTID,238962640,,,,,,,,238962640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZLGCD,79742500,,,,,,,,79742500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZJNDU,330761800,,,,,,330761800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZJCTR,114596640,,,,,,,,114596640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZINVD,171894960,,,,,,,,171894960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZHTID,303021500,,303021500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZHSME,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZHJUC,362889360,,,,,,,,362889360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZHINV,1412559300,,,,,,,,1412559300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZGREE,637940000,,,,,,,,637940000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZGLNC,239227500,,,,,,,,239227500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZGLED,95691000,,,,,,,,95691000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZECOD,143536500,,,,,,,,,,,,143536500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZECDE,207330500,,207330500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZCONS,557390000,,557390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZCOAL,5905230000,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,5905230000,,,,,,,
YZCMFI,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZCCID,957380810,,957380810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZCCDC,258365700,,,,,,,,258365700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YYYXCI,207136700,,,,,,,,207136700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YYYHCD,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YYWTER,89311600,,,,,89311600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YYPAIP,382764000,,,,,,,,382764000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YYHSRS,31897000,,31897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YYHHID,222826800,,,,,,,,222826800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YYGTEC,397905000,,397905000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YYEDCI,70173400,,70173400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YYECOD,95497200,,95497200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YYDONG,318647000,,318647000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YYCOMM,477679800,,477679800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YYCNID,1067838900,,1067838900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YYAINV,238068315,,238068315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YYAHUI,165528480,,165528480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YY,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,
YXTYID,200544120,,,,,,,,200544120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YXTPHA,191382000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191382000,,,,
YXREIT,350000000,,,,,,350000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YXINVE,1174968400,,,,,,,,1174968400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YXHLD,245109480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245109480,
YXFINL,780475200,,,,,,,,,780475200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YXETTP,457463550,,,,,,,,457463550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YXEDIV,219643560,,219643560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YXCTDV,175078200,,,,,,,,175078200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YXCCID,159162000,,,,,,,,159162000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YWSOAO,3413310600,,2913310600,,,,500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YWODSP,30568296,,,,,,,,,,,,,,,,,,,30568296,,,,,,,,,,,,,,,,,,,,,,,
YWNCCI,111639500,,,,,,,,111639500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YWHNDA,318970000,,,,,,,,,,,318970000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YWCCIN,433275940,,,,,,,,433275940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YWATER,31897000,,,,,31897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YVIIM,6073601,,6073601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUZHOU,2685062500,,,,,,2685062500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUZGEN,395522800,,395522800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUYUIN,4631560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4631560,,,,,,,,,,,,,
YUYUE,47845500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47845500,
YUYUAN,302543460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302543460,
YUYNTN,159162000,,,,,,,,,,,,,,,,,,,,,,,,,,,159162000,,,,,,,,,,,,,,,
YUYDNU,21305176,,,,,,,,,,,,,,,,,,,21305176,,,,,,,,,,,,,,,,,,,,,,,
YUXUTR,318905400,,,,,,,,318905400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUXNSA,207330500,,,,,,,,207330500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUXIDI,241926240,,241926240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUTOTE,127329600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127329600,
YUTONG,541635300,,,,,,,,,,,,541635300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUSHRU,79742500,79742500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YURIM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
YURA,154780103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154780103,,,,,,,,,,
YUNYUN,8546044,,,,,,,,,,,,,,,8546044,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUNYSA,1850826,,,,,,1850826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUNTIN,469680199,,,,,,,,,,,,,,,,,,469680199,,,,,,,,,,,,,,,,,,,,,,,,
YUNSME,63664800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63664800,,,,,,,,,,,,,
YUNNME,1035683500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035683500,,,,,,
YUNNCC,111413400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111413400,,,,,,,
YUNMET,4609900300,,,,,,4291253300,,,,,,,,,,,,318647000,,,,,,,,,,,,,,,,,,,,,,,,
YUNINV,3437752400,,,,,,,,,,,,,3437752400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUNGRO,381988800,,,,,,,,,,,,,,,381988800,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUNCOA,39790500,,,,,,,,,,,,,,,39790500,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUNALU,509738300,,,,,,,,,,,,,,,,,,509738300,,,,,,,,,,,,,,,,,,,,,,,,
YUNAGM,93905580,,,,,,,,,,,,,,,,,,93905580,,,,,,,,,,,,,,,,,,,,,,,,
YUNAEN,1340000000,,,,,,,,,,,,,1340000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUMTCH,2157382,,,,,,,,,,,,,,,,2157382,,,,,,,,,,,,,,,,,,,,,,,,,,
YUMCHA,2453980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2453980,
YUM,5050000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5050000000,
YULONG,513438340,,449644340,,,,,,,63794000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YULOGW,55819750,,,,,55819750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YULNEN,79742500,,79742500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YULIIO,299034375,,,,,,,,299034375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YULGIG,47748600,,,,,,,,,,,,47748600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUKONG,1529005744,,,,,1263364480,,,,,,,265641264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUKON,11714074,,11714074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUKHU,1273790575,,1273790575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUJINR,833681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833681,
YUJINC,18433609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18433609,,,,,,,,,,
YUHUNG,839910530,,,,,,,,,,,,,,,839910530,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUHUAI,452472280,,452472280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUHINV,557971400,,557971400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUHANG,991518660,,991518660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUHABK,287073000,287073000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUEZHK,200000000,,200000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUEYUN,124398300,,,,,,,,,,,,124398300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUEYAN,1702789460,,1702789460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
