MarketValue,Currency,ISIN
1310511,CHF,US2521311074
688188,CHF,US25243YAP43
2938546,CHF,US25243YBA64
2224308,CHF,US25243YBB48
2470585,CHF,US25245BAB36
38474,CHF,US25271C1027
11964645,CHF,US25272KAK97
171733,CHF,US2527843013
905774,CHF,US25278X1090
83091,CHF,US2530311081
618742,CHF,US2533931026
51272,CHF,US2536511031
1597794,CHF,US2538681030
1001536,CHF,US25389JAK25
75170,CHF,US2539221083
170770,CHF,US2540671011
129322,CHF,US2544231069
169380,CHF,US2545431015
36313,CHF,US25456K1016
3090210,CHF,US25466AAD37
251648,CHF,US25466AAJ07
17599973,CHF,US2546871060
2195810,CHF,US254687CK07
1995855,CHF,US254687CM62
99570,CHF,US25468PCL85
1966781,CHF,US25468PCW41
1456457,CHF,US25468PDE34
2060013,CHF,US25468PDF09
285751,CHF,US25468PDM59
1725255,CHF,US2547091080
2025952,CHF,US254709AJ71
2088684,CHF,US254709AM01
1494865,CHF,US25470F1049
2361114,CHF,US25470F3029
1114194,CHF,US25470M1099
505460,CHF,US2561352038
302702,CHF,US2561631068
572687,CHF,US25659T1079
4495349,CHF,US2566771059
2741853,CHF,US2567461080
1872920,CHF,US256746AF59
1271830,CHF,US257375AH87
2925977,CHF,US257375AK17
5818499,CHF,US25746U1097
2251823,CHF,US25746UCY38
668248,CHF,US25754A2015
164597,CHF,US2575592033
874552,CHF,US2576511099
21787,CHF,US2578672006
138686,CHF,US25787G1004
516344,CHF,US2582781009
1121641,CHF,US25960P1093
428151,CHF,US25960R1059
1051497,CHF,US2600031080
2404669,CHF,US2605571031
1752818,CHF,US26078JAA88
212588,CHF,US26138EAS81
339009,CHF,US2620371045
166980,CHF,US26210C1045
905019,CHF,US2644115055
11302455,CHF,US26441C2044
4954998,CHF,US26441CAJ45
1874211,CHF,US26441CAN56
194767,CHF,US26441CAS44
2996462,CHF,US26441CAX39
1015377,CHF,US26441YAV92
2272082,CHF,US26441YAW75
963075,CHF,US26442CAY03
2417622,CHF,US26444HAH49
757460,CHF,US2655041000
2541866,CHF,US26614N1028
174778,CHF,US2674751019
81068,CHF,US26817Q8868
264496,CHF,US2686031079
2714556,CHF,US26875P1012
605175,CHF,US26884AAZ66
352559,CHF,US26884L1098
3808052,CHF,US26884LAE92
670088,CHF,US26884U1097
1037570,CHF,US26884UAD19
982866,CHF,US26884UAF66
115090,CHF,US2689481065
724692,CHF,US2692464017
1054302,CHF,US269246BS28
488204,CHF,US26969P1084
38165,CHF,US2697961082
411601,CHF,US27579R1041
120042,CHF,US27616P1030
651348,CHF,US2772761019
1392578,CHF,US2774321002
322273,CHF,US2782651036
3542099,CHF,US2786421030
4871437,CHF,US278642AE34
3430720,CHF,US278642AK93
51376,CHF,US2787152063
56346,CHF,US27875T1016
136806,CHF,US2787681061
5066554,CHF,US2788651006
999866,CHF,US278865AU42
115633,CHF,US28035Q1022
3240919,CHF,US2810201077
994516,CHF,US281020AM97
231591,CHF,US28106W1036
2307182,CHF,US28176E1082
431065,CHF,US28176EAD04
130906,CHF,US28238P1093
122805,CHF,US2829141009
204127,CHF,US2836778546
422122,CHF,US28414H1032
779657,CHF,US28470R1023
1905788,CHF,US2855121099
828809,CHF,US285512AC38
178522,CHF,US28618M1062
2185290,CHF,US29082HAB87
604619,CHF,US29084Q1004
166601,CHF,US29089Q1058
2451995,CHF,US2910111044
2955307,CHF,US291011BF04
395927,CHF,US29103DAF33
139602,CHF,US2921041065
349263,CHF,US2922181043
45961,CHF,US29244A1025
981719,CHF,US292480AL49
488484,CHF,US29250NAQ88
1026539,CHF,US29250NAR61
212677,CHF,US29251M1062
257286,CHF,US2925541029
100828,CHF,US2925621052
1241137,CHF,US29261A1007
132641,CHF,US29272B1052
210278,CHF,US29272W1099
3992315,CHF,US29273RAN98
2031606,CHF,US29273RAQ20
2977423,CHF,US29273RAS85
1595393,CHF,US29273RAX70
220863,CHF,US29275Y1029
1089018,CHF,US29278NAG88
1031560,CHF,US29278NAH61
172642,CHF,US29336T1007
213421,CHF,US2933891028
135523,CHF,US29355A1079
104722,CHF,US29355X1072
123832,CHF,US29357K1034
173188,CHF,US29358P1012
736737,CHF,US29362U1043
1511473,CHF,US29364G1031
1109751,CHF,US29364WAK45
1545396,CHF,US29364WAS70
956654,CHF,US29364WAY49
1923521,CHF,US29365TAG94
357741,CHF,US2937121059
1977179,CHF,US29379VAP85
1002463,CHF,US29379VAZ67
6436562,CHF,US29379VBT98
224327,CHF,US29404K1060
774734,CHF,US29414B1044
256738,CHF,US29415F1049
94110,CHF,US2942681071
332380,CHF,US29428V1044
773270,CHF,US2944291051
1645102,CHF,US294429AM71
3447313,CHF,US29444U7000
560329,CHF,US29444UBC99
451915,CHF,US29444UBD72
445996,CHF,US2946001011
447839,CHF,US2946281027
1538011,CHF,US29472R1086
5131880,CHF,US29476L1070
881210,CHF,US29530P1021
597089,CHF,US2963151046
111443,CHF,US29664W1053
118730,CHF,US29670E1073
3382723,CHF,US2971781057
1991088,CHF,US29717PAE79
1053168,CHF,US29717PAT49
707631,CHF,US29736RAP55
42118,CHF,US2976021046
662301,CHF,US29786A1060
868294,CHF,US2987361092
369643,CHF,US29977A1051
317935,CHF,US29978A1043
80826,CHF,US30034T1034
2529516,CHF,US30034W1062
3590342,CHF,US30040W1080
47043,CHF,US30050B1017
111551,CHF,US30057T1051
856754,CHF,US30063P1057
222835,CHF,US30068N1054
1271258,CHF,US30161MAH60
6471034,CHF,US30161N1019
5212841,CHF,US30161NAN12
819179,CHF,US30161Q1040
385880,CHF,US3020811044
884129,CHF,US30212P3038
1539552,CHF,US30212PAP09
824862,CHF,US3021301094
303723,CHF,US30214U1025
342431,CHF,US30224P2002
2545064,CHF,US30225T1025
216543,CHF,US30226D1063
19107,CHF,US30227H1068
15762,CHF,US30227M1053
120314,CHF,US3023011063
20428272,CHF,US30231G1022
4057245,CHF,US30231GAF90
979191,CHF,US30231GAJ13
915047,CHF,US30231GAT94
103516,CHF,US30239F1066
1000423,CHF,US3024451011
1010394,CHF,US3024913036
2333967,CHF,US302491AT29
1725642,CHF,US302491AU91
485170,CHF,US3025201019
178344,CHF,US30257X1046
918448,CHF,US3029411093
26553910,CHF,US30303M1027
289686,CHF,US3030751057
1368199,CHF,US3032501047
885739,CHF,US30712A1034
78648,CHF,US3076751086
76938,CHF,US3116421021
84614,CHF,US31189P1021
1320803,CHF,US3119001044
309683,CHF,US3131483063
246320,CHF,US3137472060
153929,CHF,US3138551086
211411,CHF,US3142111034
5749200,CHF,US31428X1063
1005247,CHF,US31428XBC92
276413,CHF,US3154051003
2063070,CHF,US3156161024
504413,CHF,US31572Q8087
10030335,CHF,US31620M1062
340956,CHF,US31620MAK27
171386,CHF,US31620MAP14
300849,CHF,US31620MAT36
2037685,CHF,US31620R3030
2085921,CHF,US31620RAF29
2181778,CHF,US3167731005
1574303,CHF,US31680Q1040
557486,CHF,US3168271043
189923,CHF,US3175854047
66622,CHF,US31810T1016
231459,CHF,US31816Q1013
745911,CHF,US31847R1023
99593,CHF,US3189101062
313857,CHF,US3193832041
750888,CHF,US31946M1036
116706,CHF,US3198291078
78640,CHF,US31983A1034
216198,CHF,US32006W1062
440742,CHF,US3202091092
261988,CHF,US32020R1095
558674,CHF,US3205171057
251963,CHF,US32051X1081
922342,CHF,US32054K1034
108384,CHF,US32055Y2019
156938,CHF,US3207341062
439668,CHF,US3208171096
202400,CHF,US3208671046
1340112,CHF,US33616C1009
474640,CHF,US3364331070
313987,CHF,US3369011032
562474,CHF,US33767D1054
7633912,CHF,US3377381088
1004057,CHF,US337738AM09
987703,CHF,US337738AQ13
1074991,CHF,US337738AR95
4439141,CHF,US337738AS78
1862979,CHF,US337738AT51
398322,CHF,US3379307057
1591348,CHF,US3379321074
108976,CHF,US33812L1026
856292,CHF,US33829M1018
72335,CHF,US33829R1005
550520,CHF,US3383071012
2317508,CHF,US3390411052
182168,CHF,US33938J1060
1717980,CHF,US33938XAA37
581861,CHF,US3397501012
3044815,CHF,US341081FK84
395139,CHF,US3434121022
588528,CHF,US3434981011
271047,CHF,US34354P1057
205279,CHF,US3438731057
642456,CHF,US3448491049
8114617,CHF,US3453708600
2763785,CHF,US345370BY59
2203196,CHF,US345370CR99
2922936,CHF,US345397WW97
2063824,CHF,US345397XL24
3895935,CHF,US345397XQ11
2168881,CHF,US345397XZ10
1726489,CHF,US345397YG20
3389467,CHF,US345397ZB24
804048,CHF,US345397ZH93
2017669,CHF,US345397ZR75
83629,CHF,US34553D1019
175472,CHF,US3462321015
134517,CHF,US3463751087
117264,CHF,US3465631097
923710,CHF,US34959E1091
1298065,CHF,US34959J1088
1095681,CHF,US34964C1062
158164,CHF,US3498531017
213964,CHF,US3503921062
434062,CHF,US35086T1097
738575,CHF,US35137L1052
697557,CHF,US35137L2043
3221079,CHF,US35137LAA35
257346,CHF,US35138V1026
162743,CHF,US3535141028
48668,CHF,US35352P1049
564540,CHF,US3546131018
271028,CHF,US35471R1068
2482153,CHF,US35671D8570
453410,CHF,US3580391056
54991,CHF,US35904G1076
474850,CHF,US35905A1097
182173,CHF,US3596941068
369214,CHF,US3602711000
214128,CHF,US3614481030
591979,CHF,US361448AY97
507082,CHF,US361448AZ62
240412,CHF,US36162J1060
1748999,CHF,US36164Q6M56
4613063,CHF,US36164QMS48
950147,CHF,US36164V3050
352409,CHF,US36164Y1010
799010,CHF,US36165L1089
1668564,CHF,US361841AF69
2423185,CHF,US361841AH26
6311738,CHF,US361841AJ81
991542,CHF,US361841AK54
3233386,CHF,US361841AL38
106986,CHF,US36237H1014
100060,CHF,US3623931009
242326,CHF,US36251C1036
3591535,CHF,US3635761097
900991,CHF,US36467J1088
133683,CHF,US36467W1099
224752,CHF,US36472T1097
679099,CHF,US3647601083
631671,CHF,US36555P1075
78252,CHF,US3665051054
821023,CHF,US3666511072
917081,CHF,US3687361044
2312035,CHF,US3695501086
10741427,CHF,US3696041033
1964135,CHF,US369604BD45
372739,CHF,US369622SM84
2950433,CHF,US36962G4R28
1012902,CHF,US36962G5J92
566774,CHF,US36962G6F61
850419,CHF,US36962G6S82
2433861,CHF,US3703341046
1980654,CHF,US370334BM56
12062906,CHF,US37045V1008
2027274,CHF,US37045VAN01
7916537,CHF,US37045XAS53
891591,CHF,US37045XAW65
2686795,CHF,US37045XBG07
998943,CHF,US37045XBK19
343686,CHF,US37045XBM74
1016187,CHF,US37045XBQ88
1475285,CHF,US37045XBT28
506500,CHF,US37045XBW56
2971044,CHF,US37045XCF15
1310538,CHF,US37045XCP96
1517795,CHF,US37045XCS36
76148,CHF,US3715321028
969373,CHF,US3719011096
20490,CHF,US3723091043
1377709,CHF,US3724601055
537190,CHF,US37247D1063
446099,CHF,US37253A1034
1478920,CHF,US373334JX00
670430,CHF,US373334KL43
82472,CHF,US3738651047
20627,CHF,US3741631036
84476,CHF,US3742971092
114782,CHF,US3746891072
10119968,CHF,US3755581036
1819389,CHF,US375558AU71
406805,CHF,US375558AY93
2382855,CHF,US375558BB81
3284128,CHF,US375558BC64
500344,CHF,US37637Q1058
202389,CHF,US3765361080
271766,CHF,US3773161043
191099,CHF,US3773221029
4965013,CHF,US377372AH03
3029561,CHF,US377372AN70
2955996,CHF,US377373AE54
2920715,CHF,US377373AG03
2392555,CHF,US377373AH85
630418,CHF,US37890U1088
17650,CHF,US3789734080
381648,CHF,US3793782018
3369288,CHF,US37940X1028
3014214,CHF,US37940XAA00
761486,CHF,US37940XAB82
291582,CHF,US3795772082
724337,CHF,US37959E1029
680197,CHF,US3802371076
28124,CHF,US38046C1099
163820,CHF,US3810131017
4730500,CHF,US38141EA661
7742526,CHF,US38141G1040
4126436,CHF,US38141GWB66
3205543,CHF,US38141GWZ35
7629115,CHF,US38148LAC00
1028700,CHF,US38148LAE65
746763,CHF,US3825501014
32054,CHF,US38268T1034
643114,CHF,US38388F1084
1070127,CHF,US3841091040
100156,CHF,US3843135084
179442,CHF,US3846371041
1078481,CHF,US3848021040
43185,CHF,US38500T1016
653296,CHF,US38526M1062
87269,CHF,US3873281071
229402,CHF,US38741L1070
556083,CHF,US3886891015
450710,CHF,US3893751061
142636,CHF,US3914161043
139798,CHF,US39304D1028
43331,CHF,US3932221043
245545,CHF,US3936571013
45533,CHF,US3952591044
86843,CHF,US3976241071
151547,CHF,US3989051095
70889,CHF,US3994731079
760293,CHF,US3999091008
398565,CHF,US4001101025
105288,CHF,US40054A1088
491154,CHF,US40131M1099
291181,CHF,US4016171054
480457,CHF,US40171V1008
3534494,CHF,US402479CF43
33533,CHF,US4026353049
317342,CHF,US4040301081
7417039,CHF,US404119BN87
1426458,CHF,US404119BQ19
8053099,CHF,US404119BU21
2412773,CHF,US40412C1018
3092539,CHF,US40414LAL36
445632,CHF,US40416M1053
418171,CHF,US4042511000
176909,CHF,US40425J1016
1967926,CHF,US404280AV16
3101343,CHF,US404280BB43
2073765,CHF,US404280BK42
2548395,CHF,US404280BS77
3250969,CHF,US404280BT50
5116007,CHF,US40434CAD74
3556316,CHF,US40434L1052
161590,CHF,US4046091090
845379,CHF,US4050241003
368382,CHF,US4052171000
1210012,CHF,US4062161017
1976839,CHF,US406216AZ40
1964193,CHF,US406216BG59
200635,CHF,US40637H1095
72946,CHF,US40701T1043
83973,CHF,US4074971064
391216,CHF,US4101201097
517536,CHF,US4103451021
57157,CHF,US4104952043
130941,CHF,US41068X1000
627842,CHF,US4108671052
881921,CHF,US4128221086
312813,CHF,US4158641070
5047864,CHF,US4165151048
725281,CHF,US4180561072
1191558,CHF,US418056AT46
974414,CHF,US418056AX57
1280290,CHF,US418056AZ06
131285,CHF,US4195961010
522243,CHF,US4198701009
268553,CHF,US4208772016
177074,CHF,US4219061086
407381,CHF,US4219461047
309458,CHF,US42222N1037
709642,CHF,US42225P5017
461124,CHF,US42226A1079
78070,CHF,US4223471040
100185,CHF,US42234Q1022
4975945,CHF,US42250P1030
114310,CHF,US4227041062
227485,CHF,US4228061093
382244,CHF,US4228062083
297252,CHF,US42328H1095
105543,CHF,US42330P1075
906414,CHF,US4234521015
4501774,CHF,US4262811015
178370,CHF,US4269271098
79096,CHF,US42704L1044
295528,CHF,US42722X1063
92117,CHF,US4277461020
238408,CHF,US4278255009
6396224,CHF,US4278661081
279640,CHF,US42805E3062
83212,CHF,US42806J1060
1137605,CHF,US42809H1077
3499251,CHF,US42824C1099
901104,CHF,US42824CAG42
258174,CHF,US42824CBC29
968130,CHF,US42824CBE84
794730,CHF,US4282911084
66388,CHF,US4285671016
956318,CHF,US431282AS12
557688,CHF,US4312841087
1174455,CHF,US4314751029
133829,CHF,US4315711089
141056,CHF,US4327481010
233377,CHF,US43283X1054
1835353,CHF,US43300A2033
1082128,CHF,US4361061082
836829,CHF,US4364401012
309763,CHF,US4368932004
15708709,CHF,US4370761029
1987749,CHF,US437076AZ51
522944,CHF,US437076BK73
1937431,CHF,US437076BN13
2117145,CHF,US437076BT82
1513184,CHF,US437076BY77
305402,CHF,US43785V1026
9358842,CHF,US4385161066
25772,CHF,US4390381006
133939,CHF,US43940T1097
429377,CHF,US4403271046
76391,CHF,US4404071049
5082126,CHF,US4404521001
5023395,CHF,US44107P1049
453032,CHF,US44109J1060
48369,CHF,US44157R1095
104159,CHF,US4415931009
870558,CHF,US44267D1072
91406,CHF,US44331K1034
441735,CHF,US4433201062
1399580,CHF,US44332N1063
909092,CHF,US4435106079
894041,CHF,US4435731009
662376,CHF,US4440971095
4251227,CHF,US4448591028
1988725,CHF,US444859BA90
2060205,CHF,US444859BD30
454937,CHF,US4456581077
1401540,CHF,US4461501045
888430,CHF,US4464131063
577350,CHF,US4470111075
422245,CHF,US44701QBE17
125371,CHF,US4474621020
408865,CHF,US44842L1035
231892,CHF,US44852D1081
1073118,CHF,US448579AF96
38082,CHF,US4491721050
1180800,CHF,US44919P5089
825146,CHF,US4492531037
549799,CHF,US44925C1036
412406,CHF,US44930G1076
1529280,CHF,US44962LAF40
3205827,CHF,US44962LAG23
3898539,CHF,US44962LAH06
3343116,CHF,US44962LAJ61
232532,CHF,US44980X1090
55303,CHF,US4500472042
376027,CHF,US4500561067
363830,CHF,US45031U1016
1228798,CHF,US45073V1089
402162,CHF,US4508281080
2114400,CHF,US45104G1040
591251,CHF,US4511071064
379915,CHF,US45167R1041
1132836,CHF,US45168D1046
2957408,CHF,US4523081093
2798647,CHF,US4523271090
59998,CHF,US45253H1014
237974,CHF,US4529071080
970537,CHF,US45337C1027
528659,CHF,US45378A1060
239991,CHF,US4538361084
81876,CHF,US4538386099
506467,CHF,US45384B1061
233191,CHF,US4562371066
82331,CHF,US45667G1031
948311,CHF,US4567881085
1980808,CHF,US456837AG88
437964,CHF,US45688C1071
290668,CHF,US4570301048
1137523,CHF,US4571871023
177650,CHF,US45765U1034
147371,CHF,US4576693075
543201,CHF,US45768S1050
707956,CHF,US45772F1075
212006,CHF,US45774N1081
33504,CHF,US45774W1080
474989,CHF,US45778Q1076
82974,CHF,US45780L1044
108839,CHF,US45780R1014
358309,CHF,US45781D1019
79913,CHF,US45781M1018
463340,CHF,US45781U1034
593995,CHF,US45784P1012
735636,CHF,US4579852082
32775366,CHF,US4581401001
1985911,CHF,US458140AM21
2529068,CHF,US458140AR18
5032392,CHF,US458140BD13
610847,CHF,US45826H1095
43441,CHF,US45826J1051
471457,CHF,US4583341098
319758,CHF,US45841N1072
237116,CHF,US45845P1084
82461,CHF,US4586653044
5396068,CHF,US45866F1049
2120115,CHF,US45866FAJ30
127217,CHF,US45867G1013
172041,CHF,US4590441030
15314174,CHF,US4592001014
2671026,CHF,US459200HU86
2940028,CHF,US459200JQ56
2355818,CHF,US459200JW25
3863233,CHF,US459200JX08
2189827,CHF,US459200KA85
1050841,CHF,US4595061015
981698,CHF,US459506AC52
1958410,CHF,US459506AJ06
2305389,CHF,US4601461035
2035045,CHF,US460146CJ08
531037,CHF,US4606901001
1164826,CHF,US460690BM12
298674,CHF,US460690BN94
48465,CHF,US46071F1030
1382169,CHF,US461070AP91
217131,CHF,US46116V1052
4595955,CHF,US4612021034
3634995,CHF,US46120E6023
115349,CHF,US46122T1025
134240,CHF,US46131B1008
291551,CHF,US46146L1017
217286,CHF,US4617305093
88313,CHF,US46185L1035
1433660,CHF,US46187W1071
565091,CHF,US4622221004
195695,CHF,US4622601007
1492307,CHF,US46266C1053
702362,CHF,US46267X1081
164754,CHF,US46269C1027
191306,CHF,US4627261005
1628521,CHF,US46284V1017
155812,CHF,US46333X1081
200550,CHF,US4657411066
808744,CHF,US46590V1008
2189077,CHF,US46591M1099
199494,CHF,US4660321096
32973111,CHF,US46625H1005
197137,CHF,US46625HHU77
1005903,CHF,US46625HJC51
2034181,CHF,US46625HJD35
3102679,CHF,US46625HJT86
3081607,CHF,US46625HJX98
2093289,CHF,US46625HMN79
639830,CHF,US4663131039
169180,CHF,US4663671091
12047419,CHF,US46647PAF36
1722079,CHF,US4698141078
6485802,CHF,US47215P1066
793187,CHF,US47233W1099
111169,CHF,US47580P1030
27203,CHF,US47738D1019
559003,CHF,US47759T1007
352266,CHF,US4778391049
27474315,CHF,US4781601046
1441837,CHF,US478160BY94
3776435,CHF,US478160CE22
997337,CHF,US478160CJ19
505895,CHF,US478160CK81
2918458,CHF,US48020Q1076
638179,CHF,US48122U2042
447459,CHF,US48123V1026
1943465,CHF,US48125LRN46
47295,CHF,US48138L1070
2225820,CHF,US48203R1041
382064,CHF,US48238T1097
550704,CHF,US48242W1062
1480315,CHF,US4824801009
3005075,CHF,US482480AD20
967028,CHF,US48251W1045
169786,CHF,US48273U1025
352839,CHF,US48282T1043
146037,CHF,US4830077040
427813,CHF,US4835481031
2496727,CHF,US485134BN95
2199771,CHF,US4851703029
406621,CHF,US485170BD50
241490,CHF,US48576U1060
182453,CHF,US48666K1097
101005,CHF,US48716P1084
2909626,CHF,US4878361082
990779,CHF,US487836BJ64
1729225,CHF,US487836BS63
244236,CHF,US4881522084
84161,CHF,US4883602074
445321,CHF,US4884011002
291066,CHF,US4891701009
280077,CHF,US4893981070
989370,CHF,US49271VAE02
4792816,CHF,US49271VAG59
1808515,CHF,US4932671088
1007035,CHF,US49338L1035
3062448,CHF,US49338LAB99
2026159,CHF,US49338LAE39
681506,CHF,US49338LAF04
105527,CHF,US4937321010
302679,CHF,US4942741038
1094527,CHF,US49427F1084
3012530,CHF,US49427RAJ14
151693,CHF,US49428J1097
3496276,CHF,US4943681035
783453,CHF,US494368BH50
884004,CHF,US49446R1095
1008303,CHF,US494550BC95
495239,CHF,US494550BE51
6057521,CHF,US494550BL94
2075549,CHF,US494550BV76
3336821,CHF,US49456B1017
1902169,CHF,US49456BAP67
696284,CHF,US49714P1084
162989,CHF,US4972661064
122946,CHF,US49803T3005
385253,CHF,US4989042001
1218759,CHF,US4990491049
495016,CHF,US49926D1090
134887,CHF,US50015M1099
1647772,CHF,US5002551043
217536,CHF,US50050N1037
71208,CHF,US50060P1066
163575,CHF,US5006432000
329073,CHF,US5006881065
3771217,CHF,US5007541064
133119,CHF,US50077B2079
205956,CHF,US50077C1062
2132466,CHF,US50077LAT35
4135046,CHF,US5010441013
1992284,CHF,US501044CQ29
2065650,CHF,US501044CY52
145654,CHF,US50105F1057
463068,CHF,US5012421013
511516,CHF,US5017971046
749441,CHF,US50187A1079
370119,CHF,US50187T1060
653651,CHF,US5018892084
384458,CHF,US50189K1034
1114663,CHF,US50212V1008
426334,CHF,US5021751020
471788,CHF,US50218G2066
4991948,CHF,US5024311095
2977108,CHF,US502431AA77
1544107,CHF,US502431AC34
519239,CHF,US502431AD17
1068600,CHF,US502431AE99
112454,CHF,US5053361078
1798533,CHF,US50540R4092
1946867,CHF,US50540RAP73
1008096,CHF,US50540RAT95
141359,CHF,US5057431042
99169,CHF,US5116561003
4661991,CHF,US5128071082
303496,CHF,US512807AR99
400015,CHF,US512807AS72
860978,CHF,US5128161099
2695403,CHF,US5132721045
645247,CHF,US5138471033
659060,CHF,US5150981018
130146,CHF,US51509F1057
114180,CHF,US5165441032
31271,CHF,US5168061068
1644964,CHF,US5178341070
2194868,CHF,US517834AE74
266440,CHF,US517834AF40
2195740,CHF,US517834AG23
5820374,CHF,US517834AH06
176576,CHF,US5184151042
2642240,CHF,US5184391044
163040,CHF,US5186132032
1495578,CHF,US5218652049
258165,CHF,US5246601075
307710,CHF,US5249011058
813408,CHF,US5253271028
48667,CHF,US5255582018
203619,CHF,US52603A2087
524204,CHF,US52603B1070
2903965,CHF,US5260571048
539591,CHF,US5261071071
15199,CHF,US5288723027
162290,CHF,US5290431015
1234139,CHF,US5303073051
472987,CHF,US5311721048
2534280,CHF,US53117CAN20
809580,CHF,US5312294094
1439234,CHF,US5312296073
199000,CHF,US5312297063
542891,CHF,US5312298541
102063,CHF,US5312298889
41060,CHF,US5314651028
450210,CHF,US53220K5048
526362,CHF,US53223X1072
11018676,CHF,US5324571083
214651,CHF,US53261M1045
705136,CHF,US5339001068
1445930,CHF,US5341871094
213201,CHF,US5352191093
83285,CHF,US5355551061
247542,CHF,US5367971034
680036,CHF,US5370081045
955970,CHF,US5380341090
162233,CHF,US5381461012
127983,CHF,US53814L1089
476751,CHF,US53815P1084
2099288,CHF,US539439AM10
2137943,CHF,US539439AR07
1085805,CHF,US539439AT62
3162602,CHF,US53944YAB92
2038857,CHF,US53944YAD58
942008,CHF,US5404241086
523730,CHF,US54142L1098
404932,CHF,US54150E1047
434498,CHF,US5463471053
5327179,CHF,US5486611073
2959419,CHF,US548661CT29
358344,CHF,US548661DH71
1399867,CHF,US5500211090
20729,CHF,US55003T1079
740948,CHF,US55024U1097
194218,CHF,US55027E1029
28892,CHF,US5508191062
189839,CHF,US5520747008
1440476,CHF,US552081AD31
2318543,CHF,US55261F1049
191676,CHF,US55262C1009
121868,CHF,US5526761086
968646,CHF,US5526901096
461852,CHF,US55272X1028
198141,CHF,US55277P1049
565381,CHF,US5528481030
1093381,CHF,US5529531015
539696,CHF,US55303A1051
45931,CHF,US55303J1060
88250,CHF,US55305B1017
650035,CHF,US55306N1046
1058617,CHF,US55336VAJ98
1505764,CHF,US55336VAR15
1595571,CHF,US55336VAS97
336508,CHF,US55345K1034
294033,CHF,US5534981064
651128,CHF,US5535301064
1405048,CHF,US55354G1004
318350,CHF,US5535731062
269292,CHF,US5537771033
240192,CHF,US55405W1045
74467,CHF,US55405Y1001
425299,CHF,US5543821012
139965,CHF,US5544891048
499386,CHF,US55608B1052
38982,CHF,US5560991094
1221707,CHF,US55616P1049
241604,CHF,US5562691080
803074,CHF,US55825T1034
114606,CHF,US5588681057
131315,CHF,US5590792074
1159649,CHF,US559080AH90
355626,CHF,US559080AK20
3671151,CHF,US55953Q2021
92460,CHF,US5596631094
829870,CHF,US5627501092
44924,CHF,US5635714059
1065606,CHF,US56418H1005
572249,CHF,US5645631046
984818,CHF,US5658491064
4694693,CHF,US56585A1025
200341,CHF,US5679081084
3378529,CHF,US5705351048
981288,CHF,US57060D1081
772671,CHF,US57164Y1073
6052285,CHF,US5717481023
3011186,CHF,US571748AR30
2537851,CHF,US5719032022
89170,CHF,US5730751089
1029000,CHF,US5732841060
1093326,CHF,US5745991068
1046607,CHF,US5747951003
630489,CHF,US5763231090
18246445,CHF,US57636Q1040
3084753,CHF,US57636QAB05
1941022,CHF,US57636QAG91
914743,CHF,US57636QAJ31
5974627,CHF,US57636QAM69
194911,CHF,US5764852050
131353,CHF,US57665R1068
108977,CHF,US5766901012
519899,CHF,US5770811025
90187,CHF,US5771281012
1151238,CHF,US57772K1016
3138996,CHF,US57772KAD37
326370,CHF,US57776J1007
510732,CHF,US5779331041
3148607,CHF,US5797802064
1225173,CHF,US579780AL12
2021586,CHF,US579780AN77
14283168,CHF,US5801351017
2947783,CHF,US58013MEM29
2040014,CHF,US58013MES98
2050539,CHF,US58013MEU45
23541,CHF,US58039P1075
161354,CHF,US5805891091
981510,CHF,US581557AZ88
1223861,CHF,US581557BE41
3269261,CHF,US58155Q1031
2696980,CHF,US582839AJ52
77289,CHF,US5838406081
628547,CHF,US58463J3041
949678,CHF,US5846881051
198217,CHF,US58470H1014
318431,CHF,US58502B1061
3003762,CHF,US585055BR69
655429,CHF,US58506Q1094
1360885,CHF,US5854641009
1348042,CHF,US58733R1023
74269,CHF,US5873761044
187486,CHF,US5880561015
24631906,CHF,US58933Y1055
2861804,CHF,US58933YAA38
557399,CHF,US5893781089
346735,CHF,US5894001008
186988,CHF,US5894331017
37881,CHF,US5895841014
343249,CHF,US58958U1034
119718,CHF,US5898891040
530216,CHF,US59001A1025
497863,CHF,US59001K1007
84769,CHF,US59064R1095
350752,CHF,US59100U1088
216548,CHF,US5915202007
4237923,CHF,US59156R1086
1196045,CHF,US5926881054
70545,CHF,US59408Q1067
67310219,CHF,US5949181045
2543294,CHF,US594918BB90
5010845,CHF,US594918BR43
2498455,CHF,US594918BX11
369736,CHF,US5949724083
2427955,CHF,US5950171042
10550090,CHF,US5951121038
3228042,CHF,US595112BM49
2057339,CHF,US595112BN22
2172520,CHF,US595112BP79
1390890,CHF,US59522J1034
1028625,CHF,US59523UAN72
2054786,CHF,US595620AM78
731270,CHF,US595620AT22
257498,CHF,US5962781010
292401,CHF,US5966801087
152837,CHF,US5977421057
178750,CHF,US6005441000
142305,CHF,US6031581068
237210,CHF,US60468T1051
3647508,CHF,US606822AA24
2961835,CHF,US606822AL88
2020605,CHF,US606822AR58
3008449,CHF,US606822AT15
2114231,CHF,US606822AV60
972579,CHF,US60687YAE95
3178485,CHF,US60687YAR09
3306687,CHF,US6074091090
126356,CHF,US60740F1057
113768,CHF,US6078281002
296579,CHF,US60786M1053
957329,CHF,US6081901042
838828,CHF,US60855R1005
2060517,CHF,US60871R2094
479869,CHF,US60871RAF73
138305,CHF,US60877T1007
